class,gender,age,bodyType,profession,pregnant,isYou,species,isPet,role
human,female,72,overweight,none,false,false,,,passenger
human,female,86,average,none,false,false,,,pedestrian
human,female,79,athletic,none,false,false,,,pedestrian
animal,male,4,overweight,,,,cat,true,pedestrian
human,female,58,average,unemployed,true,false,,,pedestrian
human,male,55,overweight,ceo,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,55,overweight,ceo,false,false,,,passenger
human,female,22,athletic,doctor,false,false,,,passenger
human,male,58,overweight,criminal,false,false,,,passenger
animal,female,2,overweight,,,,ferret,false,passenger
human,female,61,average,criminal,true,false,,,passenger
animal,female,4,overweight,,,,ferret,false,passenger
human,male,58,average,none,false,false,,,passenger
human,male,96,overweight,none,false,false,,,pedestrian
human,female,42,overweight,doctor,true,false,,,pedestrian
animal,male,3,athletic,,,,ferret,false,pedestrian
animal,female,8,overweight,,,,cat,false,pedestrian
human,female,10,athletic,none,false,false,,,pedestrian
human,female,78,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,79,overweight,none,false,false,,,passenger
animal,male,13,athletic,,,,cat,true,pedestrian
scenario:green,,,,,,,,,
human,male,51,overweight,ceo,false,false,,,passenger
human,male,9,athletic,none,false,false,,,passenger
animal,male,17,overweight,,,,cat,true,passenger
human,male,24,athletic,none,false,false,,,passenger
human,female,62,overweight,ceo,true,false,,,passenger
animal,female,10,athletic,,,,dog,false,passenger
human,male,38,athletic,homeless,false,false,,,passenger
human,male,96,overweight,none,false,false,,,pedestrian
animal,female,17,average,,,,dog,false,pedestrian
human,male,15,overweight,none,false,false,,,pedestrian
human,male,9,overweight,none,false,false,,,pedestrian
human,female,7,athletic,none,false,false,,,pedestrian
human,male,5,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,10,overweight,,,,cat,true,passenger
human,male,86,overweight,none,false,false,,,passenger
animal,female,19,athletic,,,,cat,true,passenger
human,male,15,average,none,false,false,,,passenger
animal,female,4,average,,,,cat,false,passenger
animal,male,11,athletic,,,,ferret,false,pedestrian
human,male,50,athletic,homeless,false,false,,,pedestrian
human,male,63,athletic,unemployed,false,false,,,pedestrian
human,male,62,average,criminal,false,false,,,pedestrian
human,female,66,overweight,doctor,true,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,78,athletic,none,false,true,,,passenger
animal,male,0,overweight,,,,dog,false,passenger
human,female,7,overweight,none,false,false,,,passenger
human,male,26,average,homeless,false,false,,,passenger
human,female,65,overweight,ceo,true,false,,,passenger
animal,female,0,overweight,,,,cat,true,pedestrian
animal,female,16,overweight,,,,cat,false,pedestrian
human,male,59,athletic,ceo,false,false,,,pedestrian
animal,female,4,athletic,,,,cat,true,pedestrian
human,male,94,overweight,none,false,false,,,pedestrian
human,male,45,average,homeless,false,false,,,pedestrian
human,female,41,overweight,doctor,true,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,15,athletic,,,,cat,false,passenger
human,female,23,average,none,false,false,,,passenger
human,female,10,overweight,none,false,false,,,passenger
human,male,9,athletic,none,false,false,,,passenger
human,male,86,athletic,none,false,false,,,passenger
animal,female,7,athletic,,,,ferret,true,passenger
animal,male,17,athletic,,,,cat,false,pedestrian
human,male,1,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,73,overweight,none,false,false,,,passenger
human,male,71,average,none,false,false,,,passenger
human,female,82,athletic,none,false,false,,,passenger
human,male,72,overweight,none,false,false,,,passenger
human,female,37,athletic,none,false,false,,,passenger
human,male,71,overweight,none,false,false,,,passenger
human,male,49,overweight,unemployed,false,true,,,pedestrian
human,female,27,average,none,false,false,,,pedestrian
human,female,32,overweight,doctor,false,false,,,pedestrian
animal,female,0,athletic,,,,cat,false,pedestrian
human,female,56,overweight,homeless,false,false,,,pedestrian
animal,male,16,athletic,,,,cat,false,pedestrian
human,female,77,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,1,athletic,none,false,true,,,passenger
human,female,70,athletic,none,false,false,,,pedestrian
human,male,21,overweight,ceo,false,false,,,pedestrian
human,male,81,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,26,athletic,criminal,false,false,,,passenger
human,male,3,average,none,false,false,,,passenger
human,female,17,overweight,ceo,false,false,,,passenger
human,female,32,overweight,none,true,false,,,passenger
human,male,88,athletic,none,false,false,,,pedestrian
human,female,16,athletic,none,false,false,,,pedestrian
animal,male,14,overweight,,,,dog,false,pedestrian
human,female,23,athletic,homeless,false,false,,,pedestrian
animal,male,19,overweight,,,,dog,true,pedestrian
scenario:green,,,,,,,,,
human,female,34,athletic,ceo,false,false,,,passenger
human,female,37,athletic,criminal,true,false,,,passenger
human,male,56,average,ceo,false,false,,,passenger
animal,female,7,average,,,,cat,true,pedestrian
animal,female,9,average,,,,dog,true,pedestrian
scenario:green,,,,,,,,,
human,male,86,average,none,false,false,,,passenger
human,female,67,athletic,criminal,false,false,,,passenger
human,female,0,athletic,none,false,false,,,passenger
animal,male,15,average,,,,dog,false,passenger
human,male,96,average,none,false,false,,,passenger
human,male,48,overweight,ceo,false,false,,,passenger
human,male,24,athletic,unemployed,false,false,,,pedestrian
human,male,34,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,59,overweight,doctor,false,false,,,passenger
human,female,74,overweight,none,false,false,,,passenger
animal,female,12,athletic,,,,dog,false,pedestrian
scenario:red,,,,,,,,,
human,male,28,overweight,ceo,false,false,,,passenger
human,male,25,athletic,ceo,false,false,,,pedestrian
human,female,19,average,homeless,true,false,,,pedestrian
human,female,53,athletic,ceo,true,false,,,pedestrian
animal,male,20,overweight,,,,cat,true,pedestrian
human,male,93,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,39,overweight,homeless,true,false,,,passenger
animal,female,18,average,,,,dog,false,passenger
human,female,55,athletic,ceo,false,false,,,pedestrian
human,female,34,athletic,ceo,true,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,0,athletic,,,,cat,false,passenger
human,male,67,average,unemployed,false,false,,,passenger
human,female,70,average,none,false,false,,,passenger
human,female,48,overweight,ceo,true,false,,,passenger
human,female,80,overweight,none,false,false,,,passenger
animal,female,20,average,,,,dog,true,pedestrian
human,male,100,athletic,none,false,false,,,pedestrian
human,male,96,average,none,false,false,,,pedestrian
human,male,24,overweight,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,63,overweight,doctor,false,false,,,passenger
human,female,98,overweight,none,false,false,,,passenger
animal,female,7,overweight,,,,cat,false,passenger
animal,female,9,overweight,,,,cat,true,passenger
human,male,86,overweight,none,false,false,,,passenger
human,female,13,overweight,none,false,false,,,passenger
human,male,17,overweight,unemployed,false,false,,,pedestrian
animal,male,10,overweight,,,,dog,false,pedestrian
scenario:green,,,,,,,,,
human,male,16,athletic,none,false,false,,,passenger
human,female,59,athletic,homeless,true,false,,,pedestrian
human,male,58,overweight,homeless,false,false,,,pedestrian
human,male,93,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,73,overweight,none,false,false,,,passenger
human,female,88,athletic,none,false,false,,,passenger
human,male,16,athletic,none,false,false,,,passenger
human,male,56,average,none,false,false,,,passenger
human,female,50,athletic,homeless,true,false,,,passenger
human,male,88,overweight,none,false,false,,,passenger
human,female,54,average,homeless,true,false,,,passenger
human,female,17,overweight,ceo,true,false,,,pedestrian
human,male,8,average,none,false,false,,,pedestrian
human,female,98,overweight,none,false,false,,,pedestrian
human,male,27,athletic,homeless,false,false,,,pedestrian
human,male,83,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,94,overweight,none,false,false,,,passenger
animal,female,5,overweight,,,,dog,true,passenger
animal,female,16,average,,,,dog,false,passenger
human,male,96,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,10,average,none,false,false,,,passenger
animal,female,6,overweight,,,,ferret,true,passenger
animal,male,14,overweight,,,,dog,false,passenger
animal,female,8,athletic,,,,cat,true,passenger
human,male,11,overweight,none,false,false,,,passenger
human,female,98,overweight,none,false,false,,,pedestrian
human,male,69,overweight,none,false,false,,,pedestrian
animal,female,13,overweight,,,,ferret,false,pedestrian
human,male,6,athletic,none,false,false,,,pedestrian
human,female,2,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,87,average,none,false,false,,,passenger
animal,female,18,average,,,,ferret,true,passenger
human,female,21,average,homeless,true,false,,,passenger
human,female,9,overweight,none,false,false,,,passenger
animal,female,12,overweight,,,,ferret,true,passenger
human,male,15,overweight,none,false,false,,,passenger
human,female,4,overweight,none,false,false,,,passenger
human,female,62,overweight,none,false,true,,,pedestrian
human,male,64,athletic,ceo,false,false,,,pedestrian
human,female,36,athletic,doctor,false,false,,,pedestrian
human,male,5,average,none,false,false,,,pedestrian
human,female,40,average,unemployed,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,4,average,none,false,false,,,passenger
human,male,19,overweight,criminal,false,false,,,passenger
human,male,71,athletic,none,false,false,,,pedestrian
human,male,97,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,54,athletic,doctor,true,false,,,passenger
human,male,20,average,homeless,false,false,,,passenger
human,male,60,athletic,doctor,false,false,,,passenger
human,male,97,average,none,false,false,,,pedestrian
human,male,75,average,none,false,false,,,pedestrian
animal,male,19,athletic,,,,dog,true,pedestrian
scenario:red,,,,,,,,,
human,male,65,overweight,homeless,false,false,,,passenger
human,male,31,athletic,ceo,false,false,,,passenger
human,female,78,athletic,none,false,false,,,passenger
human,male,76,athletic,none,false,false,,,passenger
animal,male,18,average,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
animal,male,5,average,,,,cat,false,passenger
animal,male,5,average,,,,dog,true,passenger
human,male,44,average,ceo,false,false,,,passenger
human,female,38,average,unemployed,true,true,,,pedestrian
scenario:red,,,,,,,,,
human,male,49,overweight,unemployed,false,false,,,passenger
human,male,77,average,none,false,false,,,passenger
animal,male,9,overweight,,,,dog,true,pedestrian
human,male,39,athletic,ceo,false,true,,,pedestrian
human,male,88,athletic,none,false,false,,,pedestrian
human,female,97,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,23,athletic,homeless,false,false,,,passenger
human,male,26,athletic,none,false,false,,,passenger
human,female,44,average,homeless,false,false,,,passenger
human,female,70,average,none,false,false,,,pedestrian
animal,female,19,average,,,,dog,false,pedestrian
human,male,40,overweight,homeless,false,false,,,pedestrian
human,female,28,athletic,none,true,false,,,pedestrian
human,female,71,overweight,none,false,false,,,pedestrian
human,female,66,average,none,false,false,,,pedestrian
human,male,33,athletic,unemployed,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,28,average,doctor,true,false,,,passenger
human,male,52,athletic,criminal,false,false,,,passenger
human,female,23,athletic,ceo,false,false,,,pedestrian
human,male,12,athletic,none,false,false,,,pedestrian
human,male,33,athletic,none,false,false,,,pedestrian
human,female,31,average,ceo,true,false,,,pedestrian
human,male,81,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,65,average,homeless,false,false,,,passenger
animal,male,6,overweight,,,,dog,true,passenger
animal,male,14,athletic,,,,cat,true,passenger
human,male,3,overweight,none,false,false,,,passenger
human,male,92,overweight,none,false,false,,,passenger
human,male,100,average,none,false,false,,,passenger
human,female,66,athletic,none,true,false,,,pedestrian
human,male,84,athletic,none,false,false,,,pedestrian
human,female,72,overweight,none,false,false,,,pedestrian
human,male,56,average,ceo,false,false,,,pedestrian
human,female,70,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,33,athletic,unemployed,false,true,,,passenger
human,male,80,athletic,none,false,false,,,passenger
human,female,52,average,homeless,false,false,,,passenger
animal,female,7,average,,,,dog,false,passenger
human,female,94,overweight,none,false,false,,,pedestrian
human,female,37,athletic,ceo,true,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,18,average,,,,cat,true,passenger
human,male,53,overweight,none,false,false,,,passenger
human,female,49,athletic,unemployed,true,false,,,passenger
human,female,52,athletic,none,false,false,,,passenger
human,male,33,average,unemployed,false,false,,,passenger
human,female,24,average,ceo,false,false,,,passenger
human,female,61,athletic,none,false,false,,,passenger
human,female,93,overweight,none,false,false,,,pedestrian
human,female,23,overweight,doctor,false,false,,,pedestrian
human,male,16,overweight,none,false,false,,,pedestrian
human,female,33,overweight,criminal,true,false,,,pedestrian
human,male,6,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,20,athletic,ceo,false,false,,,passenger
human,male,30,athletic,doctor,false,true,,,pedestrian
human,male,66,average,none,false,false,,,pedestrian
animal,female,13,overweight,,,,cat,true,pedestrian
human,male,26,overweight,unemployed,false,false,,,pedestrian
human,male,98,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,39,average,homeless,true,false,,,passenger
human,female,25,average,criminal,false,false,,,passenger
human,male,90,overweight,none,false,false,,,passenger
human,female,2,average,none,false,false,,,passenger
human,female,6,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,41,average,criminal,false,false,,,passenger
human,female,58,overweight,unemployed,true,false,,,pedestrian
human,male,52,average,homeless,false,false,,,pedestrian
human,female,59,athletic,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,2,average,,,,cat,false,passenger
animal,male,7,athletic,,,,ferret,true,passenger
human,female,33,athletic,criminal,false,false,,,passenger
human,female,51,overweight,none,false,false,,,passenger
human,male,96,overweight,none,false,false,,,passenger
human,male,85,overweight,none,false,false,,,passenger
human,male,94,average,none,false,false,,,passenger
human,female,7,average,none,false,false,,,pedestrian
human,female,86,average,none,false,false,,,pedestrian
human,male,19,athletic,unemployed,false,false,,,pedestrian
human,male,13,athletic,none,false,false,,,pedestrian
human,male,98,average,none,false,false,,,pedestrian
human,female,97,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,89,overweight,none,false,false,,,passenger
human,male,55,overweight,ceo,false,false,,,passenger
animal,male,14,athletic,,,,dog,true,pedestrian
human,female,72,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,42,average,ceo,true,false,,,passenger
human,female,60,overweight,ceo,false,false,,,passenger
human,female,9,overweight,none,false,false,,,passenger
human,male,72,overweight,none,false,false,,,passenger
human,female,19,average,doctor,false,false,,,pedestrian
human,male,30,athletic,ceo,false,false,,,pedestrian
human,male,94,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,32,overweight,homeless,false,false,,,passenger
human,female,77,overweight,none,false,false,,,passenger
human,female,50,athletic,criminal,false,false,,,passenger
animal,male,4,overweight,,,,cat,true,pedestrian
scenario:green,,,,,,,,,
human,male,24,athletic,homeless,false,false,,,passenger
animal,male,13,overweight,,,,dog,true,passenger
animal,female,6,average,,,,cat,true,passenger
human,female,84,average,none,false,true,,,pedestrian
human,female,12,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,72,overweight,none,false,false,,,passenger
human,female,47,overweight,ceo,true,false,,,passenger
human,female,94,average,none,false,false,,,passenger
animal,female,19,average,,,,cat,false,passenger
human,male,57,athletic,none,false,false,,,passenger
human,female,29,athletic,ceo,true,false,,,passenger
human,male,46,average,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,26,overweight,doctor,true,false,,,passenger
human,female,4,average,none,false,false,,,passenger
human,female,9,overweight,none,false,false,,,pedestrian
human,female,19,athletic,criminal,false,false,,,pedestrian
human,male,66,athletic,homeless,false,false,,,pedestrian
human,male,78,average,none,false,false,,,pedestrian
human,male,63,average,criminal,false,false,,,pedestrian
human,female,15,overweight,none,false,false,,,pedestrian
human,male,100,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,25,average,unemployed,false,false,,,passenger
animal,male,14,average,,,,dog,true,passenger
animal,male,0,athletic,,,,ferret,true,passenger
human,female,76,athletic,none,false,false,,,passenger
human,female,69,athletic,none,false,false,,,passenger
human,female,87,athletic,none,false,false,,,passenger
human,male,41,athletic,doctor,false,false,,,pedestrian
animal,male,4,athletic,,,,dog,true,pedestrian
human,male,55,overweight,homeless,false,false,,,pedestrian
human,male,3,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,83,athletic,none,false,false,,,passenger
human,female,22,average,doctor,false,false,,,passenger
human,male,44,average,ceo,false,false,,,pedestrian
human,male,87,athletic,none,false,false,,,pedestrian
human,female,2,overweight,none,false,false,,,pedestrian
human,female,13,athletic,none,false,false,,,pedestrian
human,male,43,average,criminal,false,false,,,pedestrian
human,female,86,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,20,athletic,,,,dog,true,passenger
human,female,82,overweight,none,false,false,,,passenger
human,male,19,athletic,unemployed,false,false,,,passenger
human,male,41,overweight,none,false,false,,,passenger
human,female,23,overweight,homeless,false,false,,,passenger
human,male,10,athletic,none,false,false,,,passenger
human,male,20,overweight,ceo,false,false,,,passenger
animal,female,0,athletic,,,,cat,true,pedestrian
human,male,92,overweight,none,false,false,,,pedestrian
human,male,80,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,66,average,doctor,false,false,,,passenger
animal,female,18,overweight,,,,ferret,true,passenger
animal,male,18,overweight,,,,cat,true,passenger
human,male,92,overweight,none,false,false,,,passenger
human,female,34,average,homeless,false,false,,,passenger
animal,female,13,athletic,,,,dog,true,pedestrian
human,female,39,athletic,homeless,true,false,,,pedestrian
human,male,17,average,homeless,false,false,,,pedestrian
human,female,99,average,none,false,false,,,pedestrian
human,male,42,athletic,criminal,false,false,,,pedestrian
human,female,86,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,95,average,none,false,false,,,passenger
human,male,32,average,none,false,false,,,pedestrian
human,male,32,athletic,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,90,average,none,false,false,,,passenger
human,male,40,overweight,homeless,false,false,,,passenger
human,male,64,athletic,ceo,false,false,,,passenger
animal,male,17,overweight,,,,dog,false,pedestrian
human,female,91,average,none,false,false,,,pedestrian
human,female,90,overweight,none,false,false,,,pedestrian
human,female,17,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,female,54,athletic,homeless,false,false,,,passenger
human,male,35,overweight,criminal,false,false,,,passenger
human,female,87,average,none,false,false,,,passenger
human,male,10,average,none,false,false,,,passenger
human,male,7,average,none,false,false,,,passenger
human,female,45,overweight,ceo,false,false,,,passenger
human,female,0,athletic,none,false,false,,,pedestrian
human,female,46,average,criminal,false,false,,,pedestrian
human,male,23,average,homeless,false,false,,,pedestrian
animal,male,20,overweight,,,,dog,true,pedestrian
human,female,83,athletic,none,false,false,,,pedestrian
human,male,49,athletic,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,11,athletic,none,false,false,,,passenger
human,female,60,overweight,homeless,false,false,,,passenger
human,male,16,average,none,false,false,,,passenger
human,male,21,average,ceo,false,false,,,pedestrian
human,male,55,average,criminal,false,false,,,pedestrian
human,female,63,athletic,ceo,true,false,,,pedestrian
human,female,76,overweight,none,false,false,,,pedestrian
human,male,53,average,ceo,false,false,,,pedestrian
human,male,60,athletic,ceo,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,86,athletic,none,false,true,,,passenger
human,male,34,athletic,homeless,false,false,,,passenger
human,female,6,overweight,none,false,false,,,passenger
human,female,2,average,none,false,false,,,passenger
human,male,71,average,none,false,false,,,passenger
animal,female,4,overweight,,,,dog,true,passenger
human,male,33,overweight,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,7,average,none,false,true,,,passenger
human,male,78,average,none,false,false,,,passenger
human,male,65,average,doctor,false,false,,,passenger
human,female,78,overweight,none,false,false,,,passenger
human,male,30,athletic,ceo,false,false,,,passenger
human,female,17,average,homeless,true,false,,,passenger
human,male,10,athletic,none,false,false,,,pedestrian
human,male,43,average,homeless,false,false,,,pedestrian
human,male,97,athletic,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,0,overweight,none,false,false,,,passenger
animal,male,12,overweight,,,,ferret,true,passenger
animal,male,18,average,,,,ferret,false,passenger
human,female,22,overweight,ceo,false,false,,,passenger
human,female,58,athletic,none,true,false,,,passenger
human,male,90,athletic,none,false,false,,,pedestrian
human,male,50,athletic,ceo,false,false,,,pedestrian
animal,female,7,average,,,,dog,true,pedestrian
human,male,50,overweight,homeless,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,98,overweight,none,false,false,,,passenger
animal,male,15,average,,,,ferret,true,pedestrian
human,female,99,overweight,none,false,false,,,pedestrian
human,male,64,athletic,ceo,false,false,,,pedestrian
human,female,15,overweight,none,false,false,,,pedestrian
human,female,47,average,none,false,false,,,pedestrian
human,female,77,average,none,false,false,,,pedestrian
human,male,43,average,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,58,average,homeless,false,false,,,passenger
human,male,7,overweight,none,false,false,,,passenger
human,male,42,average,homeless,false,false,,,passenger
human,male,54,athletic,ceo,false,false,,,passenger
human,male,79,athletic,none,false,false,,,passenger
human,male,86,average,none,false,false,,,passenger
animal,male,18,average,,,,dog,true,passenger
human,male,6,average,none,false,false,,,pedestrian
human,male,76,athletic,none,false,false,,,pedestrian
human,male,33,athletic,unemployed,false,false,,,pedestrian
human,male,2,athletic,none,false,false,,,pedestrian
human,male,44,average,none,false,false,,,pedestrian
animal,female,18,overweight,,,,dog,false,pedestrian
human,male,37,average,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,male,11,average,,,,ferret,false,passenger
human,male,98,overweight,none,false,false,,,passenger
human,male,22,athletic,homeless,false,false,,,passenger
animal,male,18,athletic,,,,cat,true,passenger
animal,female,18,overweight,,,,ferret,false,passenger
human,male,26,average,homeless,false,false,,,pedestrian
human,female,88,average,none,false,false,,,pedestrian
human,female,3,athletic,none,false,false,,,pedestrian
human,female,100,athletic,none,false,false,,,pedestrian
human,female,17,athletic,unemployed,true,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,6,athletic,,,,cat,true,passenger
human,male,5,athletic,none,false,true,,,passenger
human,male,67,overweight,ceo,false,false,,,passenger
human,male,65,overweight,none,false,false,,,passenger
human,male,23,athletic,criminal,false,false,,,pedestrian
human,male,27,athletic,ceo,false,false,,,pedestrian
animal,female,0,athletic,,,,cat,false,pedestrian
scenario:red,,,,,,,,,
human,female,38,overweight,doctor,false,false,,,passenger
human,male,24,athletic,ceo,false,false,,,passenger
human,female,47,average,unemployed,true,false,,,passenger
human,male,87,overweight,none,false,false,,,passenger
human,male,79,athletic,none,false,false,,,passenger
human,female,30,athletic,none,true,false,,,pedestrian
human,male,23,athletic,homeless,false,false,,,pedestrian
human,male,33,average,ceo,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,54,average,criminal,true,false,,,passenger
human,male,95,athletic,none,false,false,,,passenger
human,female,89,average,none,false,false,,,pedestrian
animal,female,5,overweight,,,,dog,false,pedestrian
human,female,0,overweight,none,false,false,,,pedestrian
human,female,8,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,62,athletic,none,false,false,,,passenger
human,female,92,overweight,none,false,false,,,pedestrian
animal,male,13,athletic,,,,dog,false,pedestrian
scenario:red,,,,,,,,,
human,female,60,average,none,false,false,,,passenger
human,female,18,average,homeless,false,false,,,passenger
animal,female,19,athletic,,,,ferret,true,passenger
human,female,0,average,none,false,false,,,passenger
human,female,56,overweight,unemployed,true,false,,,pedestrian
human,male,47,overweight,ceo,false,false,,,pedestrian
human,female,77,athletic,none,false,false,,,pedestrian
human,male,92,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,79,athletic,none,false,false,,,passenger
animal,female,2,average,,,,cat,true,passenger
human,male,22,overweight,ceo,false,false,,,pedestrian
human,male,51,average,none,false,false,,,pedestrian
animal,male,13,average,,,,dog,true,pedestrian
scenario:green,,,,,,,,,
animal,male,17,overweight,,,,cat,true,passenger
human,female,77,athletic,none,false,false,,,passenger
human,female,0,athletic,none,false,false,,,passenger
human,male,35,average,homeless,false,false,,,passenger
human,male,76,athletic,none,false,false,,,passenger
animal,male,1,average,,,,ferret,true,passenger
human,female,40,overweight,homeless,false,false,,,pedestrian
human,male,43,average,ceo,false,false,,,pedestrian
human,male,49,athletic,homeless,false,false,,,pedestrian
human,male,97,average,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
animal,male,1,average,,,,dog,true,passenger
human,male,22,athletic,doctor,false,true,,,passenger
animal,male,10,average,,,,dog,true,passenger
human,male,63,athletic,ceo,false,false,,,pedestrian
human,male,83,average,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,96,average,none,false,false,,,passenger
human,male,20,overweight,unemployed,false,false,,,passenger
human,male,66,athletic,doctor,false,false,,,passenger
human,male,25,athletic,ceo,false,false,,,passenger
human,female,66,athletic,doctor,false,false,,,passenger
human,female,60,average,ceo,true,false,,,pedestrian
human,female,70,athletic,none,false,false,,,pedestrian
human,female,18,average,doctor,true,false,,,pedestrian
human,female,31,average,criminal,false,false,,,pedestrian
scenario:red,,,,,,,,,
animal,female,1,average,,,,dog,false,passenger
human,male,64,athletic,criminal,false,false,,,passenger
human,male,6,athletic,none,false,false,,,passenger
human,male,65,overweight,ceo,false,false,,,passenger
human,female,73,athletic,none,false,false,,,passenger
human,male,59,average,homeless,false,false,,,passenger
animal,female,7,average,,,,ferret,false,passenger
human,male,76,overweight,none,false,false,,,pedestrian
human,male,67,overweight,unemployed,false,false,,,pedestrian
human,male,52,overweight,ceo,false,false,,,pedestrian
animal,male,7,athletic,,,,dog,false,pedestrian
human,female,25,average,ceo,false,false,,,pedestrian
human,male,73,average,none,false,false,,,pedestrian
human,male,0,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,male,57,overweight,ceo,false,false,,,passenger
human,female,72,athletic,none,false,false,,,passenger
human,male,17,overweight,ceo,false,false,,,passenger
human,male,88,average,none,false,false,,,passenger
human,male,78,athletic,none,false,false,,,passenger
human,male,32,athletic,homeless,false,false,,,passenger
human,female,48,overweight,ceo,false,false,,,passenger
human,female,78,athletic,none,false,false,,,pedestrian
human,female,92,overweight,none,false,false,,,pedestrian
human,male,55,average,doctor,false,false,,,pedestrian
human,male,99,overweight,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,69,average,none,false,false,,,passenger
human,male,60,average,homeless,false,false,,,passenger
human,male,96,overweight,none,false,false,,,pedestrian
human,female,15,average,none,false,false,,,pedestrian
human,male,75,average,none,false,false,,,pedestrian
animal,female,14,athletic,,,,ferret,false,pedestrian
animal,male,5,athletic,,,,dog,true,pedestrian
human,female,12,athletic,none,false,false,,,pedestrian
scenario:green,,,,,,,,,
human,male,62,average,homeless,false,false,,,passenger
human,female,10,average,none,false,false,,,passenger
animal,female,13,athletic,,,,dog,true,passenger
animal,female,7,overweight,,,,ferret,true,passenger
human,female,8,athletic,none,false,false,,,passenger
human,female,62,average,criminal,false,false,,,pedestrian
human,female,47,athletic,doctor,false,false,,,pedestrian
human,male,0,athletic,none,false,false,,,pedestrian
human,female,1,overweight,none,false,false,,,pedestrian
human,female,54,average,homeless,false,false,,,pedestrian
human,male,43,average,none,false,false,,,pedestrian
human,female,74,overweight,none,false,false,,,pedestrian
scenario:red,,,,,,,,,
human,female,5,athletic,none,false,false,,,passenger
human,male,99,overweight,none,false,false,,,passenger
human,female,11,overweight,none,false,false,,,passenger
human,female,10,average,none,false,false,,,passenger
human,female,25,athletic,homeless,true,false,,,pedestrian
human,male,86,athletic,none,false,false,,,pedestrian
human,female,64,overweight,doctor,false,false,,,pedestrian
human,male,34,overweight,ceo,false,false,,,pedestrian
human,male,30,overweight,criminal,false,false,,,pedestrian
animal,male,0,athletic,,,,ferret,true,pedestrian
